DNA Sequence,avg_reward,highest reward in an episode,the whole 10 episodes reward,what kind of mutaion 
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],identity
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],identity
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],identity
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],identity
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],identity
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],identity
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],identity
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],identity
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",287,500,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 62, 'R', 'C', 5, 'T', 'C', 1]",285.5,477,"[170.0, 274.0, 265.0, 217.0, 477.0, 395.0, 322.0, 404.0, 189.0, 142.0]",remove a classical layer
"['C', 53, 'T', 'C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",284.7,425,"[289.0, 425.0, 196.0, 403.0, 234.0, 167.0, 399.0, 283.0, 235.0, 216.0]",add a classical layer
"['C', 60, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",284.4,492,"[168.0, 184.0, 427.0, 226.0, 393.0, 266.0, 255.0, 492.0, 219.0, 214.0]",remove a classical layer
"['C', 37, 'R', 'C', 53, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",284.2,452,"[289.0, 176.0, 293.0, 181.0, 400.0, 179.0, 452.0, 419.0, 228.0, 225.0]",add a classical layer
"['C', 27, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",283.3,500,"[142.0, 107.0, 224.0, 500.0, 500.0, 103.0, 351.0, 371.0, 331.0, 204.0]",add a classical layer
"['C', 50, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",281.5,484,"[167.0, 484.0, 232.0, 289.0, 153.0, 323.0, 352.0, 278.0, 351.0, 186.0]",change the activation fucntion of a layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 8, 'T', 'C', 1]",280.6,423,"[338.0, 174.0, 271.0, 197.0, 401.0, 423.0, 130.0, 327.0, 296.0, 249.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",279.9,481,"[243.0, 261.0, 481.0, 336.0, 353.0, 307.0, 209.0, 297.0, 227.0, 85.0]",add a quantum layer
"['C', 37, 'R', 'C', 53, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",277.4,366,"[257.0, 258.0, 300.0, 259.0, 250.0, 298.0, 366.0, 263.0, 242.0, 281.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 9, 'T', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",274.6,500,"[137.0, 137.0, 197.0, 186.0, 362.0, 306.0, 253.0, 500.0, 168.0, 500.0]",change the entanglement type of the ansatz
"['C', 37, 'R', 'C', 2, 'R', 'C', 63, 'T', 'C', 55, 'T', 'C', 1]",274.2,449,"[222.0, 243.0, 51.0, 351.0, 301.0, 449.0, 354.0, 285.0, 328.0, 158.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 35, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",273.9,500,"[140.0, 427.0, 172.0, 34.0, 210.0, 359.0, 231.0, 221.0, 500.0, 445.0]",alter a layer: add
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",272.9,500,"[425.0, 213.0, 221.0, 206.0, 500.0, 363.0, 187.0, 229.0, 260.0, 125.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",272.8,500,"[289.0, 191.0, 270.0, 174.0, 220.0, 308.0, 311.0, 500.0, 334.0, 131.0]",alter a layer: add
"['C', 39, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",272.6,397,"[171.0, 339.0, 261.0, 133.0, 373.0, 245.0, 350.0, 195.0, 397.0, 262.0]",alter a layer: add
"['C', 37, 'T', 'C', 57, 'R', 'C', 5, 'T', 'C', 1]",271.7,500,"[168.0, 271.0, 190.0, 296.0, 500.0, 259.0, 176.0, 222.0, 381.0, 254.0]",remove a classical layer
"['C', 37, 'R', 'C', 41, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",271,500,"[298.0, 216.0, 209.0, 269.0, 221.0, 279.0, 478.0, 97.0, 500.0, 143.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",270.2,396,"[270.0, 228.0, 250.0, 304.0, 243.0, 247.0, 311.0, 396.0, 228.0, 225.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 14, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",269.8,500,"[349.0, 251.0, 239.0, 328.0, 121.0, 500.0, 174.0, 242.0, 245.0, 249.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",268.1,500,"[500.0, 126.0, 334.0, 203.0, 158.0, 500.0, 201.0, 179.0, 175.0, 305.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",267.8,479,"[136.0, 170.0, 262.0, 202.0, 237.0, 199.0, 399.0, 479.0, 334.0, 260.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",267.6,500,"[168.0, 75.0, 272.0, 160.0, 320.0, 354.0, 287.0, 500.0, 199.0, 341.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",267.6,500,"[161.0, 209.0, 142.0, 259.0, 148.0, 500.0, 500.0, 219.0, 398.0, 140.0]",change the entanglement type of the ansatz
"['C', 37, 'R', 'C', 2, 'T', 'C', 23, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",266,500,"[274.0, 134.0, 111.0, 89.0, 286.0, 403.0, 279.0, 295.0, 500.0, 289.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 64, 'R', 'C', 1]",263.8,500,"[165.0, 84.0, 264.0, 318.0, 500.0, 328.0, 195.0, 350.0, 211.0, 223.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'R', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.6,408,"[243.0, 209.0, 199.0, 356.0, 314.0, 392.0, 224.0, 408.0, 172.0, 119.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",263.3,500,"[154.0, 134.0, 425.0, 253.0, 246.0, 354.0, 500.0, 256.0, 199.0, 112.0]",remove a classical layer
"['C', 37, 'R', 'C', 41, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",263.3,500,"[165.0, 109.0, 500.0, 431.0, 51.0, 283.0, 43.0, 500.0, 289.0, 262.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 53, 'R', 'C', 5, 'T', 'C', 1]",263.3,439,"[220.0, 291.0, 97.0, 294.0, 238.0, 382.0, 439.0, 349.0, 174.0, 149.0]",remove a classical layer
"['C', 37, 'R', 'C', 24, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",263.2,471,"[164.0, 471.0, 197.0, 145.0, 211.0, 220.0, 322.0, 192.0, 379.0, 331.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.2,500,"[170.0, 81.0, 383.0, 130.0, 12.0, 339.0, 467.0, 348.0, 500.0, 202.0]",change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,"[155.0, 500.0, 327.0, 278.0, 116.0, 205.0, 225.0, 203.0, 221.0, 401.0]",
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,[],change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'Q', 2, 'L', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",263.1,500,"[153.0, 98.0, 500.0, 114.0, 214.0, 421.0, 213.0, 318.0, 346.0, 254.0]",add a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 32, 'R', 'C', 38, 'R', 'C', 1]",263,425,"[164.0, 371.0, 265.0, 342.0, 374.0, 191.0, 241.0, 425.0, 181.0, 76.0]",remove a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 28, 'R', 'C', 5, 'T', 'C', 1]",262.9,473,"[167.0, 343.0, 208.0, 177.0, 358.0, 237.0, 238.0, 204.0, 473.0, 224.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 45, 'R', 'C', 38, 'R', 'C', 1]",262.8,472,"[167.0, 158.0, 371.0, 268.0, 472.0, 130.0, 299.0, 219.0, 250.0, 294.0]",alter a layer: add
"['C', 43, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",262.1,462,"[170.0, 223.0, 218.0, 262.0, 431.0, 287.0, 237.0, 136.0, 462.0, 195.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,"[372.0, 142.0, 196.0, 68.0, 299.0, 219.0, 279.0, 433.0, 301.0, 309.0]",
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",261.8,433,[],identity
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'T', 'C', 2]",261.8,500,"[500.0, 14.0, 162.0, 100.0, 338.0, 255.0, 445.0, 297.0, 264.0, 243.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 47, 'T', 'C', 5, 'T', 'C', 1]",260.9,500,"[172.0, 140.0, 500.0, 216.0, 271.0, 269.0, 294.0, 419.0, 91.0, 237.0]",alter a layer: add
"['C', 14, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",260.4,353,"[169.0, 321.0, 203.0, 353.0, 279.0, 223.0, 299.0, 241.0, 294.0, 222.0]",add a classical layer
"['C', 50, 'T', 'C', 16, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 61, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",258.2,335,"[325.0, 218.0, 201.0, 289.0, 286.0, 211.0, 285.0, 193.0, 239.0, 335.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 55, 'R', 'C', 5, 'T', 'C', 1]",255.6,500,"[213.0, 128.0, 285.0, 162.0, 180.0, 500.0, 268.0, 332.0, 210.0, 278.0]",add a classical layer
"['C', 37, 'R', 'C', 36, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",255.5,489,"[347.0, 232.0, 240.0, 177.0, 304.0, 176.0, 189.0, 196.0, 489.0, 205.0]",alter a layer: add
"['C', 37, 'R', 'C', 36, 'T', 'C', 5, 'T', 'C', 1]",255.1,469,"[171.0, 469.0, 137.0, 303.0, 232.0, 376.0, 179.0, 243.0, 216.0, 225.0]",alter a layer: add
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 49, 'T', 'C', 5, 'T', 'C', 1]",255.1,476,"[168.0, 116.0, 366.0, 127.0, 476.0, 204.0, 121.0, 341.0, 420.0, 212.0]",alter a layer: add
"['C', 54, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",254.9,396,"[172.0, 71.0, 269.0, 396.0, 340.0, 336.0, 240.0, 191.0, 279.0, 255.0]",alter a layer: add
"['C', 15, 'T', 'C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",254.8,459,"[168.0, 185.0, 162.0, 323.0, 332.0, 263.0, 304.0, 459.0, 143.0, 209.0]",add a classical layer
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'T', 'C', 2]",254.7,436,"[163.0, 180.0, 436.0, 255.0, 378.0, 303.0, 183.0, 250.0, 195.0, 204.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",254.7,500,"[168.0, 289.0, 500.0, 116.0, 246.0, 255.0, 223.0, 500.0, 48.0, 202.0]",change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 51, 'R', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",252.8,408,"[135.0, 187.0, 219.0, 408.0, 354.0, 149.0, 184.0, 273.0, 310.0, 309.0]",remove a classical layer
"['C', 37, 'T', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",251.5,390,"[169.0, 347.0, 225.0, 138.0, 167.0, 390.0, 140.0, 285.0, 300.0, 354.0]",change the activation fucntion of a layer
"['C', 53, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",251.4,500,"[165.0, 84.0, 264.0, 163.0, 207.0, 500.0, 500.0, 264.0, 232.0, 135.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 31, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",251.3,500,"[187.0, 57.0, 500.0, 129.0, 156.0, 265.0, 243.0, 330.0, 307.0, 339.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",251.1,484,"[160.0, 153.0, 200.0, 193.0, 484.0, 282.0, 295.0, 249.0, 358.0, 137.0]",change the activation fucntion of a layer
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",249.5,420,"[157.0, 138.0, 396.0, 213.0, 125.0, 286.0, 314.0, 241.0, 205.0, 420.0]",add a classical layer
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",249.5,420,[],identity
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",249.5,420,[],identity
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",249.5,420,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 42, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",247.9,463,"[247.0, 269.0, 26.0, 169.0, 255.0, 341.0, 463.0, 227.0, 380.0, 102.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'T', 'C', 38, 'R', 'C', 1]",246.2,500,"[169.0, 113.0, 230.0, 293.0, 179.0, 215.0, 262.0, 188.0, 500.0, 313.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",245.9,495,"[296.0, 217.0, 208.0, 495.0, 101.0, 140.0, 261.0, 149.0, 203.0, 389.0]",remove a classical layer
"['C', 49, 'T', 'C', 38, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",244.5,371,"[221.0, 329.0, 207.0, 17.0, 370.0, 371.0, 209.0, 304.0, 207.0, 210.0]",add a classical layer
"['C', 61, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",244.2,346,"[248.0, 209.0, 178.0, 163.0, 278.0, 346.0, 318.0, 192.0, 216.0, 294.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 30, 'T', 'C', 5, 'T', 'C', 1]",243.6,420,"[170.0, 268.0, 73.0, 310.0, 367.0, 138.0, 420.0, 55.0, 347.0, 288.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38]",243.1,409,"[135.0, 377.0, 334.0, 409.0, 63.0, 348.0, 216.0, 256.0, 199.0, 94.0]",remove a classical layer
"['C', 49, 'T', 'C', 40, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",242.9,500,"[139.0, 147.0, 191.0, 349.0, 177.0, 168.0, 339.0, 195.0, 500.0, 224.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1, 'T', 'C', 2]",242,484,"[168.0, 340.0, 484.0, 321.0, 179.0, 245.0, 148.0, 201.0, 215.0, 119.0]",add a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 13, 'R', 'C', 5, 'T', 'C', 1]",241.9,365,"[164.0, 189.0, 162.0, 294.0, 335.0, 153.0, 365.0, 197.0, 265.0, 295.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'T', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 28, 'R', 'C', 38, 'R', 'C', 1]",241.8,358,"[171.0, 214.0, 191.0, 292.0, 244.0, 236.0, 344.0, 189.0, 358.0, 179.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'T', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",240.2,423,"[166.0, 147.0, 155.0, 295.0, 128.0, 233.0, 365.0, 153.0, 423.0, 337.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",238.4,364,"[310.0, 203.0, 265.0, 364.0, 175.0, 260.0, 184.0, 169.0, 167.0, 287.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 45, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",237.7,466,"[233.0, 272.0, 103.0, 466.0, 358.0, 149.0, 182.0, 257.0, 259.0, 98.0]",add a classical layer
"['C', 37, 'R', 'C', 43, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",237.4,385,"[162.0, 292.0, 159.0, 259.0, 385.0, 221.0, 267.0, 162.0, 293.0, 174.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 46, 'T', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",235.1,500,"[246.0, 206.0, 62.0, 500.0, 206.0, 180.0, 318.0, 147.0, 240.0, 246.0]",add a classical layer
"['C', 60, 'T', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",235,331,"[139.0, 182.0, 194.0, 94.0, 312.0, 326.0, 331.0, 319.0, 290.0, 163.0]",remove a classical layer
